owner_age,claimed_revenue_decile,business_credit_score,name_email_similarity,business_address_tenure_months,shared_device_registration_count,onboarding_doc_velocity_6h,onboarding_doc_velocity_24h,onboarding_doc_velocity_4w,cross_border_registration,requested_processing_limit,onboarding_duration_days,uses_free_email_domain,txn_count_90d,avg_txn_amount,unique_cardholder_count,repeat_customer_ratio,mcc_amount_zscore,txn_volume_trend_slope,large_txn_spike_ratio,refund_ratio,chargeback_velocity_trend,blue_team_fraud_probability,blue_team_decision,evaded
40,0.8987204115812316,69,0.3953134754435859,25.68738839078231,1.0,4338.55105536504,5364.6141834780665,5025.436316122001,1,501.8641022919024,0.007756229957927742,0,4368.0,102.70019299437853,421.0,0.1544260023468057,-1.1399067980290876,0.07785855866488921,0.05157535595419255,0.023046160521867285,0.010171527965758185,0.24563804,EVADED,1
40,0.6101785190001825,233,0.4844198264979712,33.996222259377454,1.0,3011.166459560175,5178.386903131951,5334.637804421472,0,200.26824580195654,0.0034108866799898107,0,1841.0,84.25744558286533,2046.0,0.01618470273649454,-0.5225340875566653,-0.15944821981563773,0.05083998738754209,0.04837222024194014,-0.0020652497749702827,0.06894224,EVADED,1
40,0.9032930206393319,216,0.7686028112581098,22.682455564180895,1.0,5945.434372232825,2781.5269829212402,6604.626784340482,0,199.76394271649403,0.006991299735084246,0,2756.0,103.18096946247432,1058.0,0.07941482568212266,-0.17467813564278498,0.20041123262207533,0.05075535695992432,0.07924963253166303,-0.002202687874145894,0.06685925,EVADED,1
20,0.8977924762906355,147,0.8656507602869987,34.31263947229326,1.0,2242.323002156721,4730.093119858744,5010.852024033546,0,199.0907985536689,0.004330203294900828,0,4257.0,139.78601076579838,2188.0,0.17501699232155926,-0.17733001184555408,-0.28752714297295984,0.051570615719012725,0.021291144251789608,0.020005951520087724,0.10680829,EVADED,1
49,0.9101660642343044,107,0.5197836504780401,33.8741615594953,1.0,7537.762026744816,4917.569705254436,6206.047234357566,0,1507.9916731628807,0.000348463203590037,0,1789.0,93.09124715049862,607.0,0.13416701766961217,-0.015600198176440691,0.1299851744542938,0.05161117170382437,0.10025111717654261,-0.00828675082555423,0.49471015,EVADED,1
40,0.8972093145519688,99,0.3545807529011265,33.17852250916421,2.0,12638.565529789763,3547.4862132163125,5319.830248955772,0,197.71211229453243,0.0037519456013615973,0,9.0,66.2056308369343,2162.0,0.21780131085945195,-0.8753875740678851,-0.27629923840613263,0.050049487736819706,0.12777082551575988,-0.01476034742243483,0.44994873,EVADED,1
21,0.692093186943249,243,0.1758205995268364,13.487333536837848,1.0,4085.1704228369395,2479.528840483656,4921.435994862979,0,197.729434382793,0.005560306525014408,0,3497.0,90.59685589598794,1958.0,0.1353565287687611,-0.7516224502641722,-0.1972991749097894,0.050034530145896775,0.08245358589425483,-0.0383866224218614,0.13878255,EVADED,1
50,0.9029843650259751,94,0.8693862696861518,34.39570369685714,1.0,12209.619815636901,4231.9432085259505,6513.052871926563,0,503.98073608704306,0.0014161566627634023,1,4609.0,37.15210518417667,345.0,0.27071393042258174,0.05242197399342535,-0.17556564601233168,0.05118129684093221,0.1191908841341286,-0.0046546530498465175,0.009835121,EVADED,1
30,0.30466731997346275,140,0.8938752241389963,34.751013061654454,1.0,3422.2751468999595,4343.633691917821,4302.116194641531,0,200.99351018753666,0.007546472071107721,0,306.0,66.56728295877704,1971.0,0.03879523315916967,-0.7393653494155307,-0.16141627726750718,0.05104850637241661,0.03422893262566565,0.004873303192728931,0.030717077,EVADED,1
20,0.6992797998939343,222,0.8164202810849884,34.11098751624254,1.0,2315.8878053222606,4747.397429871221,5301.023851414661,0,193.02044830604535,0.0,1,832.0,143.04046906017564,1161.0,0.4312986977412379,0.028643400233325067,-0.029208679461213256,0.050397537819021676,0.04674167354921263,-0.006403182444105971,0.012438963,EVADED,1
40,0.07859841189890385,156,0.853623809416772,34.35440570739331,1.0,576.5404121804945,6186.307808981908,5155.678398405065,0,199.23794102668748,0.005521067139261144,0,646042.0,52.68340946773648,1906.0,0.6445879579922205,-0.043347858979080445,-0.1356587002342783,0.05710699173517921,0.025142396401109143,-0.032248021730283315,0.0922615,EVADED,1
40,0.7106137117863177,55,0.6057435183008836,34.22073898866685,2.0,6751.694739875678,3289.198062111737,5373.384323921121,0,203.11890494238673,0.0014965821194061215,1,2830.0,1389.8903720239,708.0,0.24973557666157678,0.20810642752343925,0.04802937542576833,0.05057292339477909,0.022121252405764125,-0.027652654800614844,0.44951284,EVADED,1
30,0.7074033962277896,106,0.8175615133059118,33.68229670485751,1.0,6335.017125932937,4793.495551001718,3119.147277924482,0,2085.9752079073655,0.0036548090636062333,0,2233.0,75.0024912658611,2048.0,0.2414633784315596,-0.408256573912772,0.08361920199366416,0.05063979966158646,0.07055807765191972,-0.03390496881841043,0.013211329,EVADED,1
60,0.706765051389012,235,0.8729791800215793,33.4742724900993,1.0,2997.6708996814773,4191.5489069727155,5584.134345469562,0,201.43217080886066,0.004966312067845639,0,14685.0,53.175875986589666,3450.0,0.24421097049219895,-0.30503759901526456,0.23114469895924905,0.050063197194687846,0.09313803031784178,-0.028867793832511365,0.009172287,EVADED,1
